player,receiving_rec,receiving_yds,receiving_td,rushing_att,rushing_yds,rushing_td,fumbles_lost,fantasy_points,team,week,position
Keelan Cole Sr.NYJ,3.1,43.4,0.2,0.0,0.0,0.0,0.0,5.6,NYJ,16,WR
Marquez CallawayNO,3.2,43.8,0.2,0.0,0.0,0.0,0.0,5.5,NO,16,WR
Nico CollinsHOU,3.7,44.7,0.2,0.0,0.1,0.0,0.0,5.3,HOU,16,WR
Tim PatrickDEN,2.9,39.4,0.2,0.0,0.0,0.0,0.0,5.2,DEN,16,WR
Olamide ZaccheausATL,2.6,37.0,0.2,0.1,0.2,0.0,0.0,5.1,ATL,16,WR
Julio JonesTEN,3.0,40.5,0.2,0.0,0.0,0.0,0.0,5.1,TEN,16,WR
Courtland SuttonDEN,3.0,42.0,0.1,0.0,0.1,0.0,0.0,5.0,DEN,16,WR
Tre'Quan SmithNO,2.9,38.4,0.2,0.0,0.1,0.0,0.0,5.0,NO,16,WR
Calvin RidleyATL,2.7,36.3,0.2,0.1,0.7,0.0,0.0,4.9,ATL,16,WR
Tyler JohnsonTB,3.5,38.9,0.2,0.0,0.0,0.0,0.0,4.8,TB,16,WR
Rashod BatemanBAL,3.1,40.2,0.1,0.0,0.1,0.0,0.0,4.8,BAL,16,WR
Darius SlaytonNYG,3.0,39.6,0.1,0.1,0.0,0.0,0.0,4.8,NYG,16,WR
K.J. OsbornMIN,3.0,35.0,0.2,0.1,0.2,0.0,0.0,4.5,MIN,16,WR
Chris ConleyHOU,2.7,37.0,0.1,0.0,0.0,0.0,0.0,4.5,HOU,16,WR
Kalif RaymondDET,2.8,35.9,0.2,0.1,0.2,0.0,0.0,4.5,DET,16,WR
Bryan EdwardsLV,2.4,36.4,0.1,0.0,0.0,0.0,0.0,4.4,LV,16,WR
Denzel MimsNYJ,2.6,35.7,0.1,0.0,0.0,0.0,0.0,4.4,NYJ,16,WR
Mecole HardmanKC,2.4,31.4,0.2,0.4,2.7,0.0,0.0,4.4,KC,16,WR
Quez WatkinsPHI,2.4,32.8,0.2,0.0,0.1,0.0,0.0,4.2,PHI,16,WR
DeSean JacksonLV,1.9,34.5,0.1,0.1,0.5,0.0,0.0,4.2,LV,16,WR
Zay JonesLV,2.8,34.1,0.1,0.1,0.3,0.0,0.0,4.2,LV,16,WR
Byron PringleKC,2.5,32.1,0.2,0.0,0.0,0.0,0.0,4.1,KC,16,WR
Marquise GoodwinCHI,2.3,33.0,0.1,0.1,0.2,0.0,0.0,4.1,CHI,16,WR
Jalen GuytonLAC,2.0,27.0,0.2,0.2,1.0,0.0,0.0,4.0,LAC,16,WR
Breshad PerrimanTB,1.8,27.3,0.2,0.2,0.1,0.0,0.0,3.9,TB,16,WR
DeAndre CarterWAS,2.5,30.3,0.1,0.3,2.0,0.0,0.0,3.9,WAS,16,WR
Adam HumphriesWAS,3.0,31.7,0.1,0.0,0.1,0.0,0.0,3.9,WAS,16,WR
Phillip Dorsett IIHOU,2.3,29.3,0.1,0.1,0.5,0.0,0.0,3.9,IHOU,16,WR
Damiere ByrdCHI,2.8,32.0,0.1,0.0,0.1,0.0,0.0,3.8,CHI,16,WR
Marquez Valdes-ScantlingGB,1.5,26.1,0.2,0.1,0.3,0.0,0.0,3.8,ScantlingGB,16,WR
Antoine WesleyARI,2.5,30.1,0.1,0.0,0.4,0.0,0.0,3.8,ARI,16,WR
Tavon AustinJAC,2.4,27.3,0.2,0.0,0.1,0.0,0.0,3.8,JAC,16,WR
Laviska Shenault Jr.JAC,2.2,19.5,0.1,1.4,7.8,0.1,0.0,3.7,JAC,16,WR
Sammy WatkinsBAL,2.2,29.1,0.1,0.0,0.3,0.0,0.0,3.6,BAL,16,WR
Scotty MillerTB,2.0,26.2,0.2,0.1,0.5,0.0,0.0,3.6,TB,16,WR
Jalen ReagorPHI,2.2,26.0,0.1,0.4,1.9,0.0,0.0,3.6,PHI,16,WR
James WashingtonPIT,2.2,28.1,0.1,0.0,0.3,0.0,0.0,3.5,PIT,16,WR
Zach PascalIND,3.0,34.0,0.0,0.0,0.0,0.0,0.0,3.4,IND,16,WR
Nick Westbrook-IkhineTEN,2.3,25.8,0.1,0.0,0.0,0.0,0.0,3.4,IkhineTEN,16,WR
Allen Robinson IICHI,2.6,26.2,0.1,0.0,0.0,0.0,0.0,3.2,ICHI,16,WR
Isaiah McKenzieBUF,2.2,20.6,0.1,0.4,2.6,0.0,0.0,3.2,KenzieBUF,16,WR
N'Keal HarryNE,2.1,24.9,0.1,0.0,0.0,0.0,0.0,3.2,NE,16,WR
Jauan JenningsSF,2.0,23.9,0.1,0.0,0.0,0.0,0.0,3.2,SF,16,WR
Ray-Ray McCloudPIT,2.5,23.9,0.1,0.2,1.1,0.0,0.0,3.0,CloudPIT,16,WR
John RossNYG,1.6,21.9,0.1,0.1,0.9,0.0,0.0,2.9,NYG,16,WR
Rashard HigginsCLE,1.6,22.7,0.1,0.0,0.0,0.0,0.0,2.9,CLE,16,WR
Juwann WinfreeGB,1.8,20.6,0.1,0.0,0.2,0.0,0.0,2.8,GB,16,WR
Ashton DulinIND,1.5,18.2,0.1,0.2,1.3,0.0,0.0,2.8,IND,16,WR
Ty MontgomeryNO,1.8,15.9,0.1,1.8,6.2,0.0,0.0,2.8,NO,16,WR
Lil'Jordan HumphreyNO,1.5,20.4,0.1,0.0,0.1,0.0,0.0,2.7,NO,16,WR
Cedrick Wilson Jr.DAL,1.5,19.6,0.1,0.1,0.3,0.0,0.0,2.7,DAL,16,WR
Albert WilsonMIA,1.8,19.5,0.1,0.4,1.9,0.0,0.0,2.7,MIA,16,WR
Brandon ZylstraCAR,1.9,22.2,0.1,0.0,0.0,0.0,0.0,2.6,CAR,16,WR
Demarcus RobinsonKC,1.5,19.3,0.1,0.0,0.0,0.0,0.0,2.6,KC,16,WR
Josh GordonKC,1.6,20.5,0.1,0.0,0.0,0.0,0.0,2.6,KC,16,WR
D.J. MontgomeryNYJ,1.6,19.3,0.1,0.0,0.0,0.0,0.0,2.5,NYJ,16,WR
Terrace Marshall Jr.CAR,1.7,18.8,0.1,0.0,0.2,0.0,0.0,2.5,CAR,16,WR
Freddie SwainSEA,1.3,16.6,0.1,0.2,0.9,0.0,0.0,2.5,SEA,16,WR
Juwan JohnsonNO,1.0,12.1,0.2,0.0,0.0,0.0,0.0,2.4,NO,16,WR
Mack HollinsMIA,1.5,17.7,0.1,0.0,0.0,0.0,0.0,2.3,MIA,16,WR
Andy IsabellaARI,1.3,16.8,0.1,0.1,0.2,0.0,0.0,2.3,ARI,16,WR
Chris MooreHOU,1.6,17.1,0.1,0.0,0.0,0.0,0.0,2.3,HOU,16,WR
Dazz NewsomeCHI,1.5,18.1,0.1,0.0,0.2,0.0,0.0,2.3,CHI,16,WR
Marquez StevensonBUF,1.4,18.0,0.1,0.0,0.1,0.0,0.0,2.3,BUF,16,WR
Equanimeous St. BrownGB,1.2,16.1,0.1,0.0,0.3,0.0,0.0,2.2,GB,16,WR
Cam SimsWAS,1.2,16.0,0.1,0.0,0.0,0.0,0.0,2.2,WAS,16,WR
D'Wayne EskridgeSEA,1.3,15.1,0.1,0.2,1.2,0.0,0.0,2.2,SEA,16,WR
Curtis SamuelWAS,1.0,11.6,0.1,0.8,4.3,0.0,0.0,2.1,WAS,16,WR
Andre RobertsLAC,1.1,21.4,0.1,0.3,1.4,0.0,0.3,2.1,LAC,16,WR
Chester RogersTEN,1.5,16.6,0.1,0.0,0.1,0.0,0.0,2.0,TEN,16,WR
Jaelon DardenTB,1.3,13.4,0.1,0.0,0.0,0.0,0.0,2.0,TB,16,WR
Jalen CampHOU,1.2,13.8,0.1,0.0,0.2,0.0,0.0,2.0,HOU,16,WR
Keke CouteeIND,1.1,13.4,0.1,0.0,0.1,0.0,0.0,2.0,IND,16,WR
Ben SkowronekLAR,1.1,14.5,0.1,0.0,0.2,0.0,0.0,1.9,LAR,16,WR
Jeff SmithNYJ,1.0,13.2,0.1,0.0,0.2,0.0,0.0,1.8,NYJ,16,WR
Jason Moore Jr.LAC,0.9,12.1,0.1,0.0,0.0,0.0,0.0,1.8,LAC,16,WR
Cyril Grayson Jr.TB,1.0,11.6,0.1,0.0,0.3,0.0,0.0,1.7,TB,16,WR
Malik TaylorGB,1.0,11.5,0.1,0.0,0.0,0.0,0.0,1.6,GB,16,WR
Justin WatsonKC,0.9,11.3,0.1,0.0,0.2,0.0,0.0,1.6,KC,16,WR
Devin DuvernayBAL,1.4,15.0,0.0,0.2,1.0,0.0,0.0,1.6,BAL,16,WR
Jake KumerowBUF,0.8,11.3,0.1,0.0,0.0,0.0,0.0,1.5,BUF,16,WR
Jaydon MickensJAC,0.9,11.3,0.0,0.0,0.1,0.0,0.0,1.4,JAC,16,WR
Christian BlakeATL,0.9,9.8,0.1,0.0,0.0,0.0,0.0,1.3,ATL,16,WR
Cody HollisterTEN,0.8,9.9,0.1,0.0,0.0,0.0,0.0,1.3,TEN,16,WR
Maurice FfrenchLAC,0.7,8.4,0.1,0.0,0.0,0.0,0.0,1.3,LAC,16,WR
Anthony SchwartzCLE,0.6,7.6,0.1,0.0,0.5,0.0,0.0,1.3,CLE,16,WR
Isaiah FordMIA,0.8,9.4,0.1,0.0,0.0,0.0,0.0,1.2,MIA,16,WR
Josh HammondJAC,0.8,8.9,0.1,0.0,0.3,0.0,0.0,1.2,JAC,16,WR
Dyami BrownWAS,0.8,9.4,0.0,0.0,0.1,0.0,0.0,1.2,WAS,16,WR
Kawaan BakerNO,0.5,7.4,0.1,0.0,0.3,0.0,0.0,1.1,NO,16,WR
Malik TurnerDAL,0.7,8.0,0.1,0.0,0.1,0.0,0.0,1.1,DAL,16,WR
Dezmon PatmonIND,0.6,7.5,0.1,0.0,0.0,0.0,0.0,1.1,IND,16,WR
Amari RodgersGB,0.6,7.4,0.0,0.0,0.3,0.0,0.0,1.1,GB,16,WR
Isaiah HodginsBUF,0.7,8.1,0.0,0.0,0.2,0.0,0.0,1.0,BUF,16,WR
Shi SmithCAR,0.5,6.9,0.0,0.0,1.1,0.0,0.0,1.0,CAR,16,WR
David Sills VNYG,0.6,8.0,0.0,0.0,0.0,0.0,0.0,1.0,NYG,16,WR
Greg WardPHI,0.7,7.3,0.1,0.0,0.0,0.0,0.0,1.0,PHI,16,WR
Rondale MooreARI,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,ARI,16,WR
Jamison CrowderNYJ,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,NYJ,16,WR
Brandin CooksHOU,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,HOU,16,WR
Trent SherfieldSF,0.6,7.6,0.0,0.0,0.0,0.0,0.0,1.0,SF,16,WR
Gunner OlszewskiNE,0.6,7.4,0.0,0.0,0.0,0.0,0.0,1.0,NE,16,WR
James Proche IIBAL,0.6,7.8,0.0,0.0,0.0,0.0,0.0,0.9,IBAL,16,WR
Dax MilneWAS,0.6,7.0,0.0,0.0,0.0,0.0,0.0,0.9,WAS,16,WR
Alex EricksonCAR,0.6,6.4,0.0,0.0,0.0,0.0,0.0,0.8,CAR,16,WR
Dede WestbrookMIN,0.7,6.6,0.0,0.0,0.0,0.0,0.0,0.8,MIN,16,WR
Tom KennedyDET,0.5,6.1,0.0,0.0,0.0,0.0,0.0,0.8,DET,16,WR
Brandon PowellLAR,0.5,5.4,0.0,0.0,0.3,0.0,0.0,0.7,LAR,16,WR
Racey McMathTEN,0.4,5.5,0.0,0.0,0.0,0.0,0.0,0.7,MathTEN,16,WR
Kendall HintonDEN,0.4,4.8,0.0,0.3,0.6,0.0,0.0,0.7,DEN,16,WR
Penny HartSEA,0.4,4.6,0.0,0.1,0.0,0.0,0.0,0.6,SEA,16,WR
Preston WilliamsMIA,0.4,5.3,0.0,0.0,0.1,0.0,0.0,0.6,MIA,16,WR
Cody ThompsonSEA,0.3,4.2,0.0,0.0,0.2,0.0,0.0,0.6,SEA,16,WR
Frank DarbyATL,0.4,4.9,0.0,0.0,0.1,0.0,0.0,0.6,ATL,16,WR
Dillon StonerLV,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.6,LV,16,WR
Ihmir Smith-MarsetteMIN,0.7,6.0,0.0,0.0,0.0,0.0,0.0,0.6,MarsetteMIN,16,WR
Kevin WhiteNO,0.2,4.1,0.0,0.0,0.1,0.0,0.0,0.6,NO,16,WR
Tyron JohnsonLV,0.3,4.1,0.0,0.0,0.0,0.0,0.0,0.5,LV,16,WR
KhaDarel HodgeDET,0.3,4.6,0.0,0.0,0.0,0.0,0.0,0.5,DET,16,WR
Tylan WallaceBAL,0.3,3.4,0.0,0.0,0.1,0.0,0.0,0.5,BAL,16,WR
Kristian WilkersonNE,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.4,NE,16,WR
Greg DortchARI,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.4,ARI,16,WR
Marcus KempKC,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4,KC,16,WR
Matthew SlaterNE,0.2,2.9,0.0,0.0,0.1,0.0,0.0,0.4,NE,16,WR
Miles BoykinBAL,0.3,2.6,0.0,0.0,0.0,0.0,0.0,0.3,BAL,16,WR
Dan ChisenaMIN,0.1,2.6,0.0,0.0,0.1,0.0,0.0,0.3,MIN,16,WR
Trent TaylorCIN,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.3,CIN,16,WR
Nsimba WebsterCHI,0.2,3.0,0.0,0.0,0.1,0.0,0.0,0.3,CHI,16,WR
Diontae SpencerDEN,0.2,2.2,0.0,0.1,0.3,0.0,0.0,0.3,DEN,16,WR
J.J. Arcega-WhitesidePHI,0.1,2.3,0.0,0.0,0.0,0.0,0.0,0.3,WhitesidePHI,16,WR
River CracraftMIA,0.2,2.2,0.0,0.0,0.0,0.0,0.0,0.3,MIA,16,WR
Travis BenjaminSF,0.1,2.1,0.0,0.0,0.1,0.0,0.0,0.2,SF,16,WR
Landen AkersLAR,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,LAR,16,WR
Tommylee LewisMIA,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,MIA,16,WR
Mike ThomasCIN,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,CIN,16,WR
Stanley Morgan Jr.CIN,0.1,1.6,0.0,0.0,0.0,0.0,0.0,0.2,CIN,16,WR
Cooper KuppLAR,8.2,110.2,0.8,0.4,2.1,0.0,0.0,16.1,LAR,17,WR
Davante AdamsGB,7.6,96.1,0.8,0.0,0.1,0.0,0.0,14.4,GB,17,WR
Stefon DiggsBUF,6.3,82.2,0.7,0.0,0.0,0.0,0.0,12.6,BUF,17,WR
Tyreek HillKC,6.3,81.2,0.6,0.6,2.7,0.0,0.0,12.2,KC,17,WR
Justin JeffersonMIN,6.7,92.4,0.5,0.2,1.3,0.0,0.0,12.1,MIN,17,WR
Deebo SamuelSF,4.0,57.0,0.3,4.0,31.4,0.3,0.1,11.9,SF,17,WR
A.J. BrownTEN,5.9,81.7,0.6,0.0,0.4,0.0,0.0,11.6,TEN,17,WR
Tee HigginsCIN,5.6,78.7,0.6,0.0,0.3,0.0,0.0,11.4,CIN,17,WR
Diontae JohnsonPIT,6.6,73.9,0.6,0.5,2.6,0.0,0.1,11.0,PIT,17,WR
Ja'Marr ChaseCIN,5.1,71.9,0.6,0.2,1.4,0.0,0.0,10.7,CIN,17,WR
Keenan AllenLAC,6.4,72.8,0.6,0.0,0.1,0.0,0.0,10.6,LAC,17,WR
Tyler LockettSEA,5.1,70.4,0.6,0.0,0.0,0.0,0.0,10.3,SEA,17,WR
CeeDee LambDAL,5.3,67.4,0.5,0.5,2.9,0.0,0.0,10.3,DAL,17,WR
Brandin CooksHOU,5.9,71.7,0.5,0.3,1.3,0.0,0.0,10.2,HOU,17,WR
Jaylen WaddleMIA,6.6,69.2,0.5,0.1,0.5,0.0,0.1,9.8,MIA,17,WR
Amari CooperDAL,4.7,61.0,0.6,0.0,0.1,0.0,0.0,9.5,DAL,17,WR
Christian KirkARI,5.2,68.0,0.4,0.0,0.4,0.0,0.0,9.4,ARI,17,WR
Michael Pittman Jr.IND,5.0,61.8,0.5,0.4,2.1,0.0,0.0,9.4,IND,17,WR
Amon-Ra St. BrownDET,6.2,64.8,0.4,0.3,2.0,0.0,0.0,9.2,DET,17,WR
Hunter RenfrowLV,6.7,74.6,0.3,0.1,0.4,0.0,0.1,9.2,LV,17,WR
Odell Beckham Jr.LAR,4.0,55.2,0.5,0.4,1.8,0.0,0.0,8.9,LAR,17,WR
Mike WilliamsLAC,4.2,58.6,0.5,0.0,0.0,0.0,0.0,8.8,LAC,17,WR
Jarvis LandryCLE,4.8,58.6,0.4,0.4,2.2,0.0,0.0,8.7,CLE,17,WR
D.K. MetcalfSEA,4.4,62.5,0.4,0.0,0.0,0.0,0.0,8.5,SEA,17,WR
Darnell MooneyCHI,4.5,55.4,0.4,0.5,2.9,0.0,0.0,8.3,CHI,17,WR
DJ MooreCAR,5.2,67.7,0.2,0.2,0.9,0.0,0.0,8.0,CAR,17,WR
Marquise BrownBAL,5.7,63.6,0.3,0.0,0.1,0.0,0.0,7.8,BAL,17,WR
DeVonta SmithPHI,4.1,59.3,0.3,0.0,0.0,0.0,0.0,7.8,PHI,17,WR
Terry McLaurinWAS,4.9,61.0,0.2,0.0,0.1,0.0,0.0,7.5,LaurinWAS,17,WR
Russell GageATL,5.6,60.3,0.2,0.0,0.1,0.0,0.1,7.1,ATL,17,WR
Allen LazardGB,3.2,42.1,0.4,0.3,1.6,0.0,0.0,7.0,GB,17,WR
Jakobi MeyersNE,5.0,56.9,0.2,0.0,0.4,0.0,0.0,7.0,NE,17,WR
DeVante ParkerMIA,4.4,55.4,0.2,0.0,0.0,0.0,0.0,6.9,MIA,17,WR
Chase ClaypoolPIT,3.4,49.7,0.2,0.9,4.9,0.0,0.0,6.9,PIT,17,WR
Kenny GolladayNYG,4.0,55.8,0.2,0.0,0.0,0.0,0.0,6.7,NYG,17,WR
Kendrick BourneNE,3.5,47.2,0.3,0.3,2.2,0.0,0.0,6.7,NE,17,WR
Courtland SuttonDEN,4.0,54.7,0.2,0.0,0.0,0.0,0.0,6.6,DEN,17,WR
Cole BeasleyBUF,4.6,49.3,0.3,0.0,0.0,0.0,0.0,6.6,BUF,17,WR
Tyler BoydCIN,4.3,51.9,0.2,0.2,0.9,0.0,0.0,6.6,CIN,17,WR
Mike EvansTB,3.5,48.0,0.3,0.0,0.1,0.0,0.0,6.6,TB,17,WR
A.J. GreenARI,3.6,53.3,0.2,0.0,0.1,0.0,0.0,6.5,ARI,17,WR
Van JeffersonLAR,3.3,46.6,0.3,0.2,1.3,0.0,0.0,6.5,LAR,17,WR
Michael GallupDAL,3.5,47.5,0.3,0.0,0.1,0.0,0.0,6.3,DAL,17,WR
Braxton BerriosNYJ,4.6,47.9,0.2,0.3,1.7,0.0,0.0,6.1,NYJ,17,WR
Marvin Jones Jr.JAC,4.1,51.0,0.1,0.0,0.0,0.0,0.0,5.9,JAC,17,WR
Brandon AiyukSF,3.4,42.5,0.2,0.3,1.5,0.0,0.0,5.9,SF,17,WR
Robby AndersonCAR,4.1,47.0,0.2,0.3,1.6,0.0,0.0,5.8,CAR,17,WR
Marquez Valdes-ScantlingGB,2.7,43.8,0.2,0.0,0.1,0.0,0.0,5.8,ScantlingGB,17,WR
Gabriel DavisBUF,2.8,40.9,0.3,0.0,0.0,0.0,0.0,5.8,BUF,17,WR
Marquez CallawayNO,3.2,44.6,0.2,0.0,0.0,0.0,0.0,5.6,NO,17,WR
Donovan Peoples-JonesCLE,2.8,43.6,0.2,0.0,0.0,0.0,0.0,5.5,JonesCLE,17,WR
K.J. OsbornMIN,3.8,44.6,0.2,0.0,0.1,0.0,0.0,5.5,MIN,17,WR
Allen Robinson IICHI,3.5,41.9,0.2,0.0,0.0,0.0,0.0,5.3,ICHI,17,WR
T.Y. HiltonIND,3.0,38.7,0.2,0.0,0.0,0.0,0.0,5.3,IND,17,WR
Deonte HartyNO,2.9,37.5,0.2,0.2,1.8,0.0,0.0,5.2,NO,17,WR
Laviska Shenault Jr.JAC,3.8,38.0,0.1,0.8,5.3,0.0,0.0,5.2,JAC,17,WR
Laquon TreadwellJAC,3.6,42.3,0.1,0.0,0.0,0.0,0.0,4.8,JAC,17,WR
Keelan Cole Sr.NYJ,3.1,39.2,0.1,0.0,0.0,0.0,0.0,4.8,NYJ,17,WR
Byron PringleKC,2.8,36.5,0.2,0.0,0.1,0.0,0.0,4.7,KC,17,WR
Olamide ZaccheausATL,2.8,37.1,0.2,0.0,0.3,0.0,0.0,4.7,ATL,17,WR
Quez WatkinsPHI,2.5,35.7,0.2,0.0,0.2,0.0,0.0,4.6,PHI,17,WR
Rashod BatemanBAL,3.3,38.5,0.1,0.0,0.1,0.0,0.0,4.6,BAL,17,WR
Nico CollinsHOU,3.2,37.7,0.1,0.0,0.1,0.0,0.0,4.6,HOU,17,WR
David Sills VNYG,3.5,35.1,0.2,0.0,0.0,0.0,0.0,4.5,NYG,17,WR
Bryan EdwardsLV,2.5,36.5,0.1,0.0,0.1,0.0,0.0,4.5,LV,17,WR
Zach PascalIND,2.6,31.7,0.2,0.1,0.8,0.0,0.0,4.4,IND,17,WR
Zay JonesLV,2.9,34.2,0.2,0.0,0.0,0.0,0.0,4.3,LV,17,WR
Adam HumphriesWAS,3.3,33.4,0.1,0.0,0.1,0.0,0.0,4.2,WAS,17,WR
Antoine WesleyARI,2.6,32.1,0.1,0.0,0.1,0.0,0.0,4.1,ARI,17,WR
Jalen ReagorPHI,2.3,30.1,0.1,0.2,1.3,0.0,0.0,4.0,PHI,17,WR
Kendall HintonDEN,2.5,30.4,0.1,0.0,0.2,0.0,0.0,3.8,DEN,17,WR
DeSean JacksonLV,1.9,30.9,0.1,0.0,0.2,0.0,0.0,3.7,LV,17,WR
Joshua PalmerLAC,2.4,27.1,0.2,0.0,0.1,0.0,0.0,3.7,LAC,17,WR
Mecole HardmanKC,2.0,26.1,0.1,0.4,2.2,0.0,0.0,3.7,KC,17,WR
Denzel MimsNYJ,2.3,29.3,0.1,0.0,0.0,0.0,0.0,3.5,NYJ,17,WR
Nick Westbrook-IkhineTEN,2.4,27.3,0.1,0.0,0.0,0.0,0.0,3.5,IkhineTEN,17,WR
Rashard HigginsCLE,2.0,27.7,0.1,0.0,0.0,0.0,0.0,3.5,CLE,17,WR
Chris ConleyHOU,2.2,27.3,0.1,0.0,0.0,0.0,0.0,3.4,HOU,17,WR
Isaiah McKenzieBUF,1.8,19.6,0.1,0.8,4.2,0.0,0.0,3.3,KenzieBUF,17,WR
Emmanuel SandersBUF,3.0,33.0,0.0,0.0,0.0,0.0,0.0,3.3,BUF,17,WR
Lil'Jordan HumphreyNO,1.9,25.7,0.1,0.0,0.0,0.0,0.0,3.2,NO,17,WR
DeAndre CarterWAS,2.0,23.3,0.1,0.5,2.5,0.0,0.0,3.2,WAS,17,WR
Tom KennedyDET,2.0,24.5,0.1,0.0,0.2,0.0,0.0,3.2,DET,17,WR
Trinity BensonDET,2.2,25.0,0.1,0.0,0.1,0.0,0.0,3.1,DET,17,WR
D.J. MontgomeryNYJ,2.4,25.6,0.1,0.0,0.0,0.0,0.0,3.1,NYJ,17,WR
Ray-Ray McCloudPIT,2.3,22.8,0.1,0.3,1.5,0.0,0.0,3.1,CloudPIT,17,WR
Jalen GuytonLAC,1.6,22.0,0.1,0.2,1.1,0.0,0.0,3.0,LAC,17,WR
Diontae SpencerDEN,2.0,23.8,0.1,0.0,0.6,0.0,0.0,3.0,DEN,17,WR
Tyler JohnsonTB,2.1,23.1,0.1,0.0,0.2,0.0,0.0,2.9,TB,17,WR
KhaDarel HodgeDET,1.7,22.5,0.1,0.0,0.2,0.0,0.0,2.8,DET,17,WR
Chester RogersTEN,2.2,23.3,0.1,0.0,0.1,0.0,0.0,2.8,TEN,17,WR
N'Keal HarryNE,2.0,27.0,0.0,0.0,0.0,0.0,0.0,2.7,NE,17,WR
Cordarrelle PattersonATL,2.0,27.0,0.0,0.0,0.0,0.0,0.0,2.7,ATL,17,WR
Tavon AustinJAC,1.8,19.3,0.1,0.5,2.9,0.0,0.0,2.7,JAC,17,WR
Jauan JenningsSF,1.7,20.5,0.1,0.0,0.0,0.0,0.0,2.7,SF,17,WR
James WashingtonPIT,1.5,20.8,0.1,0.0,0.2,0.0,0.0,2.6,PIT,17,WR
Breshad PerrimanTB,1.4,19.4,0.1,0.0,0.2,0.0,0.0,2.6,TB,17,WR
Gunner OlszewskiNE,1.2,16.9,0.1,0.3,2.0,0.0,0.0,2.6,NE,17,WR
Cyril Grayson Jr.TB,1.5,18.6,0.1,0.1,0.3,0.0,0.0,2.6,TB,17,WR
Sammy WatkinsBAL,1.8,22.1,0.1,0.0,0.1,0.0,0.0,2.6,BAL,17,WR
Damiere ByrdCHI,1.6,21.2,0.1,0.0,0.1,0.0,0.0,2.5,CHI,17,WR
John RossNYG,2.0,25.0,0.0,0.0,0.0,0.0,0.0,2.5,NYG,17,WR
Phillip Dorsett IIHOU,2.0,25.0,0.0,0.0,0.0,0.0,0.0,2.5,IHOU,17,WR
Devin DuvernayBAL,1.7,17.0,0.1,0.4,2.0,0.0,0.0,2.5,BAL,17,WR
Jeff SmithNYJ,1.6,20.0,0.1,0.0,0.1,0.0,0.0,2.5,NYJ,17,WR
D'Wayne EskridgeSEA,1.5,17.0,0.1,0.3,1.7,0.0,0.0,2.5,SEA,17,WR
Cam SimsWAS,1.4,18.0,0.1,0.0,0.0,0.0,0.0,2.5,WAS,17,WR
Albert WilsonMIA,1.6,17.7,0.1,0.4,1.6,0.0,0.0,2.4,MIA,17,WR
Demarcus RobinsonKC,1.4,16.7,0.1,0.0,0.1,0.0,0.0,2.3,KC,17,WR
Freddie SwainSEA,1.3,16.3,0.1,0.1,0.8,0.0,0.0,2.3,SEA,17,WR
Brandon ZylstraCAR,1.6,19.2,0.1,0.0,0.0,0.0,0.0,2.3,CAR,17,WR
Marquise GoodwinCHI,1.2,18.4,0.1,0.0,0.1,0.0,0.0,2.3,CHI,17,WR
Dez FitzpatrickTEN,1.5,17.0,0.1,0.0,0.1,0.0,0.0,2.2,TEN,17,WR
Scotty MillerTB,1.2,14.2,0.1,0.1,0.5,0.0,0.0,2.1,TB,17,WR
Josh GordonKC,1.4,16.3,0.1,0.0,0.0,0.0,0.0,2.1,KC,17,WR
Alex BachmanNYG,1.4,16.3,0.1,0.0,0.1,0.0,0.0,2.0,NYG,17,WR
Shi SmithCAR,1.4,16.9,0.0,0.0,0.4,0.0,0.0,2.0,CAR,17,WR
Kristian WilkersonNE,1.1,13.6,0.1,0.0,0.1,0.0,0.0,2.0,NE,17,WR
Cedrick Wilson Jr.DAL,1.0,12.9,0.1,0.0,0.1,0.0,0.0,1.9,DAL,17,WR
Dede WestbrookMIN,1.4,14.1,0.1,0.0,0.7,0.0,0.0,1.8,MIN,17,WR
Ihmir Smith-MarsetteMIN,1.2,13.4,0.1,0.0,0.1,0.0,0.0,1.7,MarsetteMIN,17,WR
Keke CouteeIND,0.7,12.1,0.1,0.0,0.1,0.0,0.0,1.6,IND,17,WR
Christian BlakeATL,1.3,12.9,0.1,0.0,0.0,0.0,0.0,1.6,ATL,17,WR
Ty MontgomeryNO,1.0,8.2,0.1,0.9,3.6,0.0,0.0,1.6,NO,17,WR
Mack HollinsMIA,1.2,13.8,0.0,0.0,0.0,0.0,0.0,1.6,MIA,17,WR
Ashton DulinIND,0.8,9.1,0.1,0.1,0.4,0.0,0.0,1.5,IND,17,WR
Noah BrownDAL,0.8,9.9,0.1,0.0,0.4,0.0,0.0,1.5,DAL,17,WR
Dyami BrownWAS,0.9,10.9,0.1,0.0,0.0,0.0,0.0,1.4,WAS,17,WR
